id;Active (0/1);Name *;Categories;Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);SKU;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;QuantityF;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);url strt;url end;image url;Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
4239;1;Plastic Kit Yamaha;430;125;1;;0;;;;;0009140.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Noir;<ul><li>YZF 450 '06-09  </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;UTAGSPT14_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/UTAGSPT14_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4240;1;Side Panels Honda;430;54.63;1;;0;;;;;0009175.030;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Blanc;<ul><li>CRF 250 R 06-09</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;UTAGSPT10_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/UTAGSPT10_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4241;1;Side Panels Honda;430;54.63;1;;0;;;;;0009175.090;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Noir;<ul><li>CRF 250 R 06-09</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;UTAGSPT02_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/UTAGSPT02_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4242;1;Side Panels Honda;430;54.63;1;;0;;;;;0009175.110;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Rouge;<ul><li>CRF 250 R 06-09</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;UTAGDOGTIN_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/UTAGDOGTIN_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4243;1;Side Panels Honda;430;54.63;1;;0;;;;;0009175.553;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Replica;<ul><li>CRF 250 R 06-09</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;UTAGCRDBLI_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/UTAGCRDBLI_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4244;1;Rear Fender Honda;430;29.63;1;;0;;;;;0009176.030;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Blanc;<ul><li>CRF250 06-09 </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;UR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/UR_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4245;1;Rear Fender Honda;430;29.63;1;;0;;;;;0009176.090;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Noir;<ul><li>CRF250 06-09 </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;U301_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/U301_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4246;1;Rear Fender Honda;430;29.63;1;;0;;;;;0009176.110;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Rouge;<ul><li>CRF250 06-09 </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TYLCLP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TYLCLP_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4247;1;Plastic Kit Honda;430;125;1;;0;;;;;0009177.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Noir;<ul><li>CRF 250 06-09 </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TW4_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TW4_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4248;1;Plastic Kit Honda;430;125;1;;0;;;;;0009177.553;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Original 09;<ul><li>CRF 250 06-09</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TW4_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TW4_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4249;1;Plastic Kit Yamaha;430;125;1;;0;;;;;0009320.553;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Original;<ul><li>YZ 125/250 06-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TTZ14S BS YUASA_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TTZ14S BS YUASA_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4250;1;;431;100.93;1;;0;;;;;0009463;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TTZ12S BS YUASA_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TTZ12S BS YUASA_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4251;1;Uniko-Atv Handguards;431;100.93;1;;0;;;;;0009463.030;;Freidig;Acerbis;;;;;;;;> 4;4;1;both;;;;Blanc;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TTZ10S BS YUASA_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TTZ10S BS YUASA_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4252;1;Uniko-Atv Handguards;431;100.93;1;;0;;;;;0009463.040;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Bleu;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TTZ7S YUASA_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TTZ7S YUASA_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4253;1;Uniko-Atv Handguards;431;100.93;1;;0;;;;;0009463.090;;Freidig;Acerbis;;;;;;;;> 4;4;1;both;;;;Noir;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TS008_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TS008_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4254;1;Uniko-Atv Handguards;431;100.93;1;;0;;;;;0009463.110;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Rouge;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TS008 090 XS_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TS008 090 XS_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4255;1;Supermoto Evo Garde-Boue Noir;430;36.11;1;;0;;;;;0009708.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TS008 090 XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TS008 090 XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4256;1;Supermoto Evo Garde-Boue Orange/Noir;430;36.11;1;;0;;;;;0009708.209;;Freidig;Acerbis;;;;;;;;> 4;4;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TS008 090 S_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TS008 090 S_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4257;1;Supermoto Evo Garde-Boue Blanc/Bleu;430;45.37;1;;0;;;;;0009708.245;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TS008 090 M_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TS008 090 M_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4258;1;Supermoto Evo Garde-Boue Jaune/Blanc;430;45.37;1;;0;;;;;0009708.273;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TS008 090 L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TS008 090 L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4259;1;Supermoto Evo Garde-Boue Blanc/Rouge;430;45.37;1;;0;;;;;0009708.343;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TS007_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TS007_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4260;1;Supermoto Evo Garde-Boue Vert/Noir;430;45.37;1;;0;;;;;0009708.377;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TS007 090 XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TS007 090 XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4261;1;Kit De Montage Uniko Atv Aluminium;431;22.22;1;;0;;;;;0009790;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TS007 090 S_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TS007 090 S_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4262;1;Slider-Set Supermoto Handguards;431;13.89;1;;0;;;;;0009791.090;;Freidig;Acerbis;;;;;;;;> 4;4;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TS007 090 M_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TS007 090 M_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4263;1;Disc Cover Mounting Kit Suzuki;430;29.63;1;;0;;;;;0009802;;Freidig;Acerbis;;;;;;;;4;4;1;both;;;;Front;<ul><li>RMZ 250 07-13</li><li>RMZ 450 05-13</li><li>RMZX 10</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TS007 090 L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TS007 090 L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4264;1;Disc Cover Mounting Kit Kawaski;430;29.63;1;;0;;;;;0009803;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Front;<ul><li>KX-F 250 06-14</li><li>KX-F 450 06-14</li><li>KLX 450 08-14</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TS007 090 2XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TS007 090 2XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4265;1;Protege-Mains Uniko Vented Orange Inkl. Kit;431;42.59;1;;0;;;;;0009846.010;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TPTSQU_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TPTSQU_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4266;1;Protege-Mains Uniko Vented Blanc/Orange Inkl. Kit;431;42.59;1;;0;;;;;0009846.011;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TPS13-10_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TPS13-10_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4267;1;Protege-Mains Uniko Vented Blanc Inkl. Kit;431;42.59;1;;0;;;;;0009846.030;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TP10L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TP10L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4268;0;Protege-Mains Uniko Vented Blanc/Jaune Fluo Inkl. Kit;431;42.59;1;;0;;;;;0009846.032;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TP07C_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TP07C_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4269;1;Protege-Mains Uniko Vented Bleu Inkl. Kit;431;42.59;1;;0;;;;;0009846.040;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TP07B_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TP07B_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4270;1;Protege-Mains Uniko Vented Jaune Inkl. Kit;431;42.59;1;;0;;;;;0009846.060;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TP07_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TP07_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4271;0;Protege-Mains Uniko Vented Jaune Fluo Inkl. Kit;431;42.59;1;;0;;;;;0009846.061;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;0;http://prestashop.vs1.details.cognix-systems.net/img/import/0;0;;1;new;0;0;0;0;0;0;0;0
4272;1;Protege-Mains Uniko Vented Noir Inkl. Kit;431;42.59;1;;0;;;;;0009846.090;;Freidig;Acerbis;;;;;;;;> 4;4;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;0;http://prestashop.vs1.details.cognix-systems.net/img/import/0;0;;1;new;0;0;0;0;0;0;0;0
4273;1;Prougeege-Mains Uniko Vented Rouge Inkl. Kit;431;42.59;1;;0;;;;;0009846.110;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TOYOTA_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TOYOTA_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4274;1;Protege-Mains Uniko Vented Vert Inkl. Kit;431;42.59;1;;0;;;;;0009846.130;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TOYOTA_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TOYOTA_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4275;1;Kit De Montage Pour Brushguards Seul. Guidon Alu;431;23.15;1;;0;;;;;0010041;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TOYOTA_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TOYOTA_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4276;1;Chain Sliders Suzuki;430;26.85;1;;0;;;;;0010064.090;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Noir;<ul><li>RM 125 '01-08</li><li>RM 250 '01-08</li><li>RM-Z 250 '07-09</li><li>RM-Z 450 '05-06</li><li>RM-Z 450 '08-09</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TOOL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TOOL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4277;1;Chain Sliders Suzuki;430;26.85;1;;0;;;;;0010065.090;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;;<ul><li>RM-Z 250 04/06</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TLSLED08_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TLSLED08_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4278;1;Chain Sliders Ktm;430;26.85;1;;0;;;;;0010069.090;;Freidig;Acerbis;;;;;;;;3;3;1;both;;;;Noir;<ul><li>EXC/EXC-F 00/07</li><li>SX/SX-F 00/06</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TKS_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TKS_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4279;1;Chain Guides Kawasaki;430;23.15;1;;0;;;;;0010070.090;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Noir;<ul><li>KX-F 250 '06-08</li><li>KX-F 450 '06-08</li><li>KLX 450 '08-09</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TIG1_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TIG1_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4280;1;Chain Guides Kawasaki;430;23.15;1;;0;;;;;0010071.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Noir;<ul><li>KX 125 '03-08</li><li>KX 250 '03-08</li><li>SM 125 '03-06</li><li>SM 250 '03-06</li><li>KXE 125 '03-06</li><li>KXE 250 '03-06</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TIE2RAT_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TIE2RAT_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4281;1;Chain Guides Ktm;430;23.15;1;;0;;;;;0010229.090;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Noir;<ul><li>EXC/EXC-F 00/07</li><li>SX/SX-F 00/06</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TGR3BK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TGR3BK_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4282;1;Bavette Amortisseur Universelle Noir;430;23.15;1;;0;;;;;0010230.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;<ul><li>EXC 00-07</li><li>EXC-F 00-07</li><li>SX 00-06</li><li>SX-F 00-06</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TGR1BK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TGR1BK_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4283;1;Bavette Amortisseur Universelle Noir;430;23.15;1;;0;;;;;0010231.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;<ul><li>WR 125 02-05</li><li>WR 250 02-05</li><li>WRF 250 02-10</li><li>WRF 450 03-10</li><li>YZ 85 99-14</li><li>YZF 250 01-09</li><li>YZF 450 01-09</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TG6_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TG6_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4284;1;Side Panels Suzuki;430;54.63;1;;0;;;;;0010234.030;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Blanc;<ul><li>RM 85 '00- </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TG5_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TG5_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4285;1;Front Number Plate Suzuki;430;29.63;1;;0;;;;;0010235.030;;Freidig;Acerbis;;;;;;;;3;3;1;both;;;;Blanc;<ul><li>RM 85 00-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TG4_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TG4_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4286;1;Front Fender Suzuki;430;29.63;1;;0;;;;;0010236.060;;Freidig;Acerbis;;;;;;;;> 4;4;1;both;;;;Jaune;<ul><li>RM 85 00-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TG2_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TG2_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4287;1;Rear Fender Suzuki ;430;29.63;1;;0;;;;;0010237.060;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Jaune;<ul><li>RM 85 00-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TDSY_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TDSY_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4288;1;Radiator Scoops Suzuki;430;54.63;1;;0;;;;;0010238.060;;Freidig;Acerbis;;;;;;;;4;4;1;both;;;;Jaune;<ul><li>RM 85 00-  </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TDP1_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TDP1_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4289;1;Chain Sliders Yamaha;430;26.85;1;;0;;;;;0010241.090;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Noir;<ul><li>YZ 125 '05-14</li><li>WR 125 '05-14</li><li>WR 250 '05-14</li><li>WRF 250 '05-08</li><li>YZ 250 '05-14</li><li>YZF 250 '05-08</li><li>WRF 450 '05-08</li><li>YZF 450 '05-08</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TDP1_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TDP1_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4290;1;Side Panels Yamaha;430;54.63;1;;0;;;;;0010263.030;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Blanc;<ul><li>YZ 125/250 06-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TCBULB_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TCBULB_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4291;1;Mud Flap Honda;430;23.15;1;;0;;;;;0010264.090;;Freidig;Acerbis;;;;;;;;3;3;1;both;;;;Noir;<ul><li>CR 125 93-07</li><li>CR 250 93-07</li><li>CRF 250 10-13</li><li>CRF 250 R 4T 10-</li><li>CRE 450 F 02-12</li><li>CRF 450 R 4T 02-11</li><li>CRF 450 X 4T 05-14</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TC6_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TC6_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4292;1;Mud Flap Honda;430;23.15;1;;0;;;;;0010265.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Noir;<ul><li>CRF 250 06-09</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TC5_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TC5_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4293;1;Bavette Amortisseur Universelle Noir;430;23.15;1;;0;;;;;0010266.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;<ul><li>RM 125 99-14</li><li>RM 250 99-14</li><li>RMZ 250 07-</li><li>RMZ 450 05-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;TC4_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/TC4_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
