ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat)
10443;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. HONDA CB 900 (02-05);<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: Noir</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10444;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda NC 700 S / X (11-), NC 750 SD (14-).; <b>ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10445;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. HONDA CB 600 F (98-06) / CB 600 S (99-06);<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: Noir</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10446;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Gris. HONDA CB 600 F (98-06) / CB 600 S (99-06);<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: gris</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10447;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. HONDA CBR 1100 XX Balckbird (97-07);<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10448;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. HONDA VFR 800 V-TEC (02-06);<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10449;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. HONDA CB 1300 / S (-09);<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: Noir</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10450;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Couleur gris métal. HONDA CB 1300 / S (-09);<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: gris</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10451;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. HONDA CBF 500 / 600 / 1000.; <b>ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10452;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. HONDA CBR 125 (03-);<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: Noir</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10453;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Couleur gris métal. HONDA XL 125/XL 100 V/XL 650.;<b> ALU-RACK SW-MOTECH</b><ul><li>ALU-RACK pour fixer un Topcase ou vos bagages</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser, en aluminium haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: gris</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10454;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. HONDA FMX 650 (05-07);<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: Noir</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10455;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda CB 500 F / CBR 500 R (13-).;<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Le design soigné permet de ne pas casser la ligne de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou l'extension de porte bagage QUICK-LOCK</li><li>Découpé au laser et usiné au CNC, découpé dans de l'aluminium haute qualité</li><li>Nouveau design</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion</li><li>Couleur: noir mat </li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10456;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda CB 1000 R (08-).;<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10457;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. HONDA XL 700 V Transalp (07-); <b>ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: Noir</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10458;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Couleur gris métal. HONDA XL 700 V Transalp (07-);<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: gris</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10459;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda VFR 800 F (14-).;<b> ALU-RACK SW-MOTECH</b><ul><li>Élégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Le design soigné permet de ne pas casser la ligne de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou l'extension de porte bagage QUICK-LOCK</li><li>Découpé au laser et usiné au CNC, découpé dans de l'aluminium haute qualité</li><li>Nouveau design</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion</li><li>Couleur: noir mat </li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10460;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda CB 650 F (14-).;<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10461;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. HONDA CB 600 F Hornet (07-10); <b>ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10462;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. HONDA NT 700 V Deauville.;<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: Noir</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10463;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. HONDA XL 1000 V Varadero (07-11); <b>ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: Noir</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10464;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda Crosstourer (12-); <b>ALU-RACK SW-MOTECH</b><br><br>Disponible uniquement chez votre concessionnaire Honda en Allemagne, Italie, Suisse, Norvège et Autriche<ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser et usiné au CNC, découpé dans de laluminium haute qualité</li><li>Nouveau design</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10465;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda CBF 125. (09-).;<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10466;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda VFR 1200 F (09-).;<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10467;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda CBF 1000 F (09-); <b>ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10468;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda VFR 800 X Crossrunner (11-).;<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10469;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. HONDA CB 600 F Hornet / CBR 600 F (11-).; <b>ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10470;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Husqvarna TR 650 Terra / Strada (12-).;<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10471;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. KTM 690 Duke 4 / R (11-).;<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser et usiné au CNC, découpé dans de laluminium haute qualité</li><li>Nouveau design</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Accessoires:</b><ul><li>Anneau de réservoir QUICK-LOCK EVO Kit dadaptation<br><b>Référence TRT.00.640.20400/B</b></li><li> extension de porte bagage pour Rack QUICK-LOCK<br><b>Référence GPT.00.152.43001/B</b></li><li>ALU-RACK Plug<br><b>Référence GPT.00.152.47000/B</b></li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10472;;SEAT-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. KTM 690 Duke / R (11-).;<b>SW-MOTECH RACK-SELLE</b><br><ul><li>Fixation comme la selle dorigine<b> SEAT-RACK </b>offre un large choix de fixation pour les motard(e)s solitaire(s)</li><li>Avec un joint en caoutchouc pour une fixation parfaite</li><li>Fixation sécurisée grâce à la serrure de selle dorigine</li><li>Usinage CNC à partir daluminium très résistant</li><li>Surface anodiséee</li><li>Couleur: Noir</li></ul><b>Inclus:</b><br><!--BL--><ul><li><b>RACK-SELLE</b></li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10473;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. KTM 125 / 200 / 390 Duke.;<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Parfaitement adapté au design de votre moto</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Nouveau design avec chanfrein</li><li>Très fonctionnel et solide</li><li>Excellente résistance à la corrosion grâce à un traitement de surface</li><li>Couleur: noir mat</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10474;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. KTM LC 8.;<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: Noir</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10475;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. KTM LC4 690 Enduro (07-);<b> ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: Noir</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10476;;ALU-RACK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. KTM LC8 950 SuperMoto (05-07); <b>ALU-RACK SW-MOTECH</b><ul><li>Elégant ALU-RACK pour fixer vos bagages ou les valises de nombreuses marques</li><li>Adaptable avec le support Topcase QUICK-LOCK ou lextension de porte bagage QUICK-LOCK</li><li>Parfaitement adapté au design de votre moto</li><li>Découpé au laser avec usinage CNC, en aluminium de haute qualité</li><li>Très fonctionnel et solide</li><li>Surface anodisée</li><li>Couleur: Noir</li></ul><b>Inclus:</b><!--BL--><ul><li>ALU-RACK</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
